Player,Team,Draft Year,Yr1 Pos Rk,Yr1 Pos PPG Rk,Yr1 Pos Tm Rk,Yr1 G,Yr1 Opps,Yr1 YTMA/G,Yr1 PPR PPG,Yr1 Rec Dom,Yr1 PPR Pts,Yr1 Snap%,Yr1 Tgts,Yr1 Tgt%,Yr1 Rush Att,Yr1 Tm Rush Att%,Yr1 Tm Opp%,Yr1 EP,Yr1 Rush EP,Yr1 Rec EP,Yr1 Yds,Yr1 Tds,Yr1 Recs,Yr1 Rec Yds,Yr1 YAC,Draft Pick,Draft Year Age,BOA 15%,Total College Touches,Total College Yds,College Yd/G,Total College Dom,College YTMA Dom,Best College YTMA Conf Adj,Best College Adj YTMA,Avg College Adj YTMA,Best College Adj YTMA Over Conf,Avg College Adj YTMA Over Conf,Best College YTMPA,Avg College YTMPA,Best College YTMA,Ave College YTMA,Best College YTMA +/- Conf Avg,Avg College YTMA +/- Conf Avg,College Rush Dom,BMI,Fourty-Time,WaSS,Number of Top 5 Pos Finishes,Number of Top 12 Pos Finishes,Number of Top 24 Pos Finishes,Yr 2 PPG
Jed Collins,NO,2011,84,90,5,11,18,0.07,3.67,0.030821783,40.4,,14,0.03,4,0.01,0.02,34.8,10.7,24.2,4,2,11,50,52,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2.2
Bruce Miller,SF,2011,93,112,4,12,19,0.13,2.18,0.054060235,26.1,,15,0.04,4,0.01,0.03,29.5,4.5,25,8,0,11,83,55,211,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.3875
Brandon Saine,GB,2011,95,74,3,5,30,0.47,4.76,0.013369502,23.8,,12,0.07,18,0.16,0.1,25.3,8.5,16.8,69,0,10,69,71,329,22,20,353,1987,42.27659574,0.145306692,0.895348233,0.310477369,1.411414982,0.803894785,0.356531044,0.356531044,1.145065398,0.593632451,1.145065398,0.622595147,0.310477369,-0.211992883,0.181410615,30.68349365,4.4,117.3929376,0,0,0,0
Mossis Madu,TB,2011,97,78,4,5,27,0.44,4.54,0.018769552,22.7,,12,0.07,15,0.15,0.1,24,7.8,16.2,55,0,10,72,27,329,23,,230,1064,25.33333333,0.061443726,0.365698653,-0.549898608,0.641168091,0.342308883,-0.446417294,0,0.517592593,0.24924199,0.557407407,0.321368712,-0.549898608,-0.785937304,0.118593852,,,,0,0,0,0
Jeremiah Johnson,DEN,2011,102,94,4,6,23,0.46,3.48,0.02556701,20.9,,9,0.06,14,0.06,0.06,20.7,8.2,12.5,77,0,7,62,61,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Henry Hynoski,NYG,2011,103,109,4,9,16,0.15,2.26,0.016825461,20.3,,16,0.05,0,0,0.03,21.3,0,21.3,0,0,12,83,81,329,22,,76,423,17.625,0.036097802,0.266257129,0.032394789,0.486807236,0.481528618,-0.669881618,0,0.273764259,0.266257129,0.323539578,0.291144789,0.032394789,0,0.025203173,33.9067549,5.06,78.40812195,0,0,0,1.5
Jamie Harper,TEN,2011,109,123,5,10,23,0.13,1.76,0.007793473,17.6,,6,0.02,17,0.08,0.04,20.5,11.9,8.6,44,1,4,32,36,130,21,20,346,1639,46.82857143,0.272293426,1.275498242,0.317260138,1.660023447,0.804439444,0.722120271,0.722120271,1.275498242,0.64192939,1.275498242,0.676264375,0.317260138,-0.281973728,0.3918608,32.49660918,4.53,110.6606224,0,0,0,2.28
Phillip Tanner,DAL,2011,110,103,5,6,24,0.27,2.92,0.00433592,17.5,,2,0.01,22,0.13,0.07,14.6,11.9,2.8,76,1,2,19,15,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.775
Dion Lewis,PHI,2011,111,136,3,13,24,0.12,1.30,-0.00070159,16.9,,1,0,23,0.06,0.03,14.4,13.4,1,102,1,1,-3,5,149,20,18,596,3265,130.6,0.337297697,2.05794756,1.323843049,2.759188847,2.39047984,1.602499992,1.233790986,2.51964512,2.05794756,2.51964512,2.124457977,1.323843049,0.928655905,0.625883044,30.22779912,4.56,89.27460432,0,0,1,2.471428571
Anthony Sherman,ARI,2011,115,111,5,7,10,0.18,2.21,0.018204804,15.5,,9,0.04,1,0.01,0.02,12.5,0.4,12,3,0,8,72,41,136,22,,49,454,10.55813953,0.041165988,0.25839977,-0.830553845,0.684397163,0.369782051,-0.472291691,0,0.365248227,0.179400877,0.365248227,0.197726837,-0.830553845,-1.047506944,0.003554502,34.72306951,4.74,95.88087638,0,0,0,0.684615385
Taiwan Jones,LV,2011,120,134,6,9,19,0.18,1.31,0.006242197,11.8,,3,0.01,16,0.06,0.03,12.7,8.4,4.4,73,0,2,25,31,125,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.866666667
Shane Vereen,NE,2011,121,63,2,2,15,0.43,5.85,0,11.7,,0,0,15,0.21,0.11,11.5,11.5,0,57,1,0,0,0,56,22,19,630,3508,92.31578947,0.397161821,1.864498645,0.828394226,2.147696477,1.794529433,1.1078496,0.754682556,1.864498645,1.506739468,1.864498645,1.506739468,0.828394226,0.470635049,0.650835422,30.13158925,4.49,103.3389219,0,0,1,5.538461538
John Clay,PIT,2011,124,72,3,2,10,0.34,5.05,0,10.1,,0,0,10,0.16,0.08,4.9,4.9,0,41,1,0,0,0,329,23,20,629,3413,92.24324324,0.225754541,1.459758043,0.864180168,1.698768197,1.381625156,0.643884259,0.515851186,1.698768197,1.307640436,1.698768197,1.381625156,0.864180168,0.547037127,0.451509081,30.34456664,4.83,84.52191119,0,0,0,0
Owen Marecic,CLE,2011,126,138,4,7,10,0.09,1.27,0.009393939,8.9,,6,0.03,4,0.02,0.02,10.3,1.9,8.3,8,0,5,31,23,124,22,,44,199,7.107142857,0.051143477,0.114055024,-0.807515902,0.433851675,0.243062201,-0.605995203,0,0.175837321,0.078378603,0.228588517,0.099241024,-0.807515902,-0.936863395,0.089337527,32.71935881,4.87,88.17913447,0,0,0,0
DuJuan Harris,JAC,2011,135,145,4,5,11,0.15,1.12,0.001519757,5.6,,2,0.01,9,0.06,0.04,10.7,7.6,2.9,42,0,1,4,7,329,23,19,603,3093,61.86,0.215402324,0.985188009,0.438197483,1.585084034,0.93804763,0.61285732,0.380714463,1.358193277,0.805020713,1.363445378,0.819087546,0.438197483,-0.10616035,0.385115076,,,,0,0,0,7.85
Da'Rel Scott,NYG,2011,138,153,5,7,7,0.07,0.70,0.002635313,4.9,,2,0.01,5,0.03,0.02,5,2.3,2.7,16,0,2,13,5,221,23,20,477,2853,69.58536585,0.281032115,1.399260802,0.780657577,1.953443358,1.259806303,1.015540182,0.666432528,1.594132029,0.910578405,1.738895681,1.088253075,0.780657577,0.130014972,0.509107274,29.42825981,4.4,112.5904993,0,0,0,0.9
Armando Allen,CHI,2011,139,108,4,2,16,0.41,2.40,0,4.8,,1,0.02,15,0.22,0.13,8.2,7,1.2,48,0,0,0,0,329,22,19,588,2977,72.6097561,0.180941707,0.926198051,0.78342839,2.03057554,1.445944834,1.06211537,0.70541683,1.109799292,0.887675221,1.651079137,1.147379731,0.78342839,0.279728984,0.304938783,30.25757196,4.59,89.66693603,0,0,0,2
Johnny White,BUF,2011,140,144,4,4,16,0.14,1.13,-0.00074184,4.5,,4,0.03,12,0.11,0.06,12,6.4,5.6,38,0,1,-3,0,133,23,22,283,1709,38.84090909,0.2253441,1.188679245,0.602569799,2.20754717,1.157403606,1.214554048,0.656235009,1.188679245,0.713558827,1.716981132,0.913242567,0.602569799,-0.429479408,0.408730159,29.98810549,4.5,101.9356805,0,0,0,1.133333333
Bilal Powell,NYJ,2011,143,120,4,2,14,0.23,1.90,0.002043199,3.8,,1,0.02,13,0.19,0.11,12,9.1,2.9,21,0,1,7,2,126,22,21,465,2601,65.025,0.363903905,1.913096695,0.876719348,2.282027744,1.008193269,1.12533889,1.12533889,1.913096695,0.797092593,2.07252142,0.916048348,0.876719348,-0.279753723,0.628301646,29.70113797,4.51,100.0677589,0,0,1,7.05
Eddie Williams,SEA,2011,145,132,5,2,3,0.16,1.45,0.004936121,2.9,,1,0.02,2,0.05,0.03,2.4,1,1.4,2,0,1,17,0,221,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Ryan D'Imperio,MIN,2011,147,156,4,6,6,0.02,0.45,0.002150538,2.7,,6,0.03,0,0,0.02,8.8,0,8.8,0,0,2,7,4,237,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Alex Green,GB,2011,153,127,5,1,1,0.10,1.60,0.001162565,1.6,,1,0.03,0,0,0.02,2.3,0,2.3,0,0,1,6,14,96,23,22,270,2113,78.25925926,0.402657872,1.747203579,0.817743719,2.153243848,1.460191664,1.108662603,1.108662603,1.747203579,1.199251908,1.747203579,1.199251908,0.817743719,0.269792048,0.760530547,29.68490215,4.45,114.7552253,0,0,0,6.990909091
Ryan Mahaffey,IND,2011,155,131,4,1,1,0.09,1.50,0.001539883,1.5,,1,0.04,0,0,0.02,1.4,0,1.4,0,0,1,5,0,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Allen Bradford,TB,2011,158,136,6,1,5,0.22,1.30,0,1.3,,0,0,5,0.22,0.09,2.8,2.8,0,13,0,0,0,0,187,23,21,267,1585,37.73809524,0.155352801,0.858378378,-0.021657244,1.014447174,0.496244036,-0.025399703,0,0.858378378,0.369991348,1.014447174,0.484687537,-0.021657244,-0.551416882,0.310705602,33.75184301,4.53,114.9350671,0,0,0,0
Anthony Allen,BAL,2011,160,152,4,1,3,0.13,0.80,0,0.8,,0,0,3,0.12,0.04,1.4,1.4,0,8,0,0,0,0,225,23,19,575,3389,66.45098039,0.199398405,1.644028103,0.52961677,1.7470726,1.107747087,0.754079478,0.313326497,1.644028103,0.994388835,1.644028103,1.004235556,0.52961677,-0.150871146,0.343804326,30.08070084,4.56,105.4642994,0,0,0,1.53
Armond Smith,CLE,2011,162,162,6,2,4,0.02,0.10,0,0.2,,1,0.01,3,0.07,0.03,2.8,1.2,1.6,2,0,0,0,0,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Quinn Porter,LAR,2011,164,165,5,12,1,0.00,0.00,0,0,,1,0,0,0,0,1.3,0,1.3,0,0,0,0,0,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Jahvid Best,DET,2010,20,20,1,15,252,1.07,13.21,0.160181109,198.2,,80,0.14,171,0.45,0.26,205.7,87.8,117.5,555,4,58,487,590,30,21,19,413,3127,100.8709677,0.342347927,1.825368756,1.595153504,2.866751809,1.826694516,1.782821941,1.489657677,2.332056194,1.302273648,2.52639421,1.588021525,1.595153504,0.656780819,0.575817453,28.55326791,4.34,112.182252,0,0,1,18.78333333
Ryan Mathews,LAC,2010,31,25,2,12,184,1.10,12.19,0.030552044,146.3,,26,0.07,158,0.44,0.25,121.6,87,34.6,678,7,22,145,194,12,22,20,408,2682,134.1,0.376587152,2.532808399,1.761469627,2.917322835,2.363903353,1.884146653,1.330727171,2.532808399,1.73290544,2.743875766,2.130002399,1.761469627,1.147596261,0.729900744,28.76137186,4.37,119.5530724,0,1,2,17.18571429
LeGarrette Blount,TB,2010,34,29,1,13,208,1.36,11.01,0.003929273,143.1,,7,0.02,201,0.58,0.28,126.9,117,10,1007,6,5,14,10,329,23,21,159,1084,67.75,0.089449069,0.581105914,0.133583949,1.064824655,1.064824655,-0.019105213,0,1.064824655,0.581105914,1.064824655,0.74341787,0.133583949,-0.187822836,0.178898138,31.79582852,4.7,98.77694874,0,1,1,9.85
Keiland Williams,WAS,2010,39,43,3,14,123,0.68,9.00,0.120137236,126,,58,0.11,65,0.22,0.15,123.8,40.5,83.5,261,3,39,309,309,329,24,,319,1936,42.08695652,0.124648742,0.554503885,0.008503062,0.877127824,0.739679962,-0.155024054,0,0.625433526,0.572648533,0.877127824,0.682746354,0.008503062,-0.185878408,0.253464151,32.49660918,4.52,111.6431746,0,0,0,3.808333333
Chris Ivory,NO,2010,47,46,4,12,138,0.93,8.69,0.003666954,104.3,,1,0,137,0.47,0.18,86.3,84.8,1.5,716,5,1,17,13,329,,,,,,,,,,,,,,,,,,,,,,,0,1,2,7.233333333
C.J. Spiller,BUF,2010,55,68,2,14,104,0.61,5.71,0.067503964,80,,30,0.07,74,0.21,0.13,79.2,34.8,44.3,283,0,24,157,157,9,23,19,729,4967,95.51923077,0.339067949,1.991869919,1.043506734,2.576074332,1.910010296,1.63078639,0.964722354,1.991869919,1.454185984,2.011614402,1.491649985,1.043506734,0.523542317,0.497650184,27.33620343,4.37,107.4880834,0,1,1,9.875
Toby Gerhart,MIN,2010,58,72,2,15,110,0.55,5.06,0.05296543,75.9,,29,0.06,81,0.19,0.12,83.8,41.9,41.8,322,1,21,167,173,51,23,21,698,3777,102.0810811,0.363504939,2.425837321,1.516127715,2.613636364,1.779407984,1.529706496,1.120256735,2.425837321,1.605116761,2.447368421,1.612293794,1.516127715,0.681053088,0.698170788,30.47649954,4.5,112.6657522,0,0,0,7.94
Javarris James,IND,2010,65,52,3,8,57,0.33,7.81,0.013404255,62.5,,11,0.03,46,0.26,0.11,61.2,43,18.2,112,6,9,63,79,329,22,18,560,2665,59.22222222,0.201104633,0.999250682,0.376810292,1.596281541,1.118368985,0.61357773,0.334693268,1.330677291,0.851052964,1.330677291,0.936964159,0.376810292,-0.01690284,0.374851468,27.96977447,4.58,96.36158716,0,0,0,0
Dexter McCluster,KC,2010,66,70,3,11,57,0.40,5.55,0.084809684,61,,39,0.13,18,0.05,0.08,63,9.7,53.1,71,0,21,209,166,36,,,,,,,,,,,,,,,,,,,,,,,0,0,0,8.9
Anthony Dixon,SF,2010,82,86,3,12,75,0.37,3.48,0.003044561,41.8,,5,0.02,70,0.21,0.11,51.2,44.5,6.6,237,2,5,11,10,173,22,18,962,4401,91.6875,0.34483693,1.894868586,1.198504604,2.23506656,1.551368768,1.202914682,0.730479006,1.894868586,1.380023175,2.067129366,1.42308837,1.198504604,0.554463608,0.638844744,30.74036534,4.67,97.97570437,0,0,0,2.23
Joe McKnight,NYJ,2010,91,77,3,5,43,0.63,4.78,0.005885815,23.9,,4,0.03,39,0.2,0.12,25.4,18.9,6.6,189,0,3,20,11,112,22,21,413,2755,78.71428571,0.222168485,1.475826972,0.667571847,1.800042409,1.441561996,0.716112541,0.546860567,1.475826972,1.084952628,1.598812553,1.20846558,0.667571847,0.277224874,0.419077454,27.61514428,4.4,105.6536439,0,0,0,3.086666667
Deji Karim,JAC,2010,98,117,4,11,42,0.24,1.82,0.002979738,20,,7,0.02,35,0.1,0.06,27.7,18.8,9,160,0,3,10,11,180,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3.25
Chris Gronkowski,DAL,2010,101,109,4,9,19,0.09,2.02,0.02555887,18.2,,14,0.05,5,0.02,0.04,28.3,2,26.3,17,0,7,35,30,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Dimitri Nance,GB,2010,111,112,5,8,40,0.26,1.94,0.006888634,15.5,,4,0.01,36,0.16,0.08,23.8,18.1,5.7,95,0,3,30,35,329,22,19,543,2381,54.11363636,0.280210892,1.271698113,0.340457407,1.543396226,0.946472649,0.459466359,0.459466359,1.271698113,0.731812737,1.271698113,0.798996413,0.340457407,-0.132244293,0.48918198,,,,0,0,0,0
James Starks,GB,2010,116,79,3,3,33,0.64,4.53,0.003444317,13.6,,4,0.04,29,0.38,0.19,20,14.5,5.4,101,0,2,15,12,193,24,20,825,4038,112.1666667,0.382857053,1.783157895,1.233902845,2.523684211,2.096222352,1.562488779,1.13502692,1.783157895,1.614987631,2.080350877,1.716140513,1.233902845,0.869692481,0.66820824,27.98928974,4.5,106.3252553,0,0,1,8.8
John Conner,NYJ,2010,118,113,4,7,12,0.11,1.90,0.002648617,13.3,,4,0.02,8,0.03,0.03,10.2,4.7,5.5,44,1,2,9,2,139,23,,64,338,9.657142857,0.04102624,0.203870968,-0.441102755,0.354404762,0.209569807,-0.677741766,0,0.203870968,0.102798832,0.220860215,0.126875423,-0.441102755,-0.535087547,0.085313349,34.30972471,4.64,106.1434454,0,0,0,1.023076923
Keith Toston,LAR,2010,121,119,3,6,21,0.22,1.72,0.008257403,10.3,,2,0.01,19,0.12,0.06,17.9,14.5,3.5,54,0,2,29,33,329,23,22,516,3170,66.04166667,0.306693874,1.744103774,0.887033842,2.051886792,1.117659423,0.961338483,0.489295128,1.744103774,0.93494158,1.745283019,0.977174603,0.887033842,0.118925426,0.532451186,28.10170737,4.66,90.33705582,0,0,0,0
Josh Vaughan,CAR,2010,129,57,4,1,3,0.12,6.70,0,6.7,,0,0,3,0.1,0.05,3.6,3.6,0,7,1,0,0,0,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.2
Jonathan Dwyer,PIT,2010,141,99,4,1,9,0.47,2.80,0,2.8,,0,0,9,0.3,0.15,5.8,5.8,0,28,0,0,0,0,188,21,19,525,3435,85.875,0.240799719,1.942245528,1.193388691,2.427041499,1.558072796,1.444337689,1.099434623,2.147255689,1.464810859,2.147255689,1.464810859,1.193388691,0.51094386,0.391095562,31.93872748,4.64,98.80832923,0,0,0,4.633333333
Erik Lorig,TB,2010,146,149,6,4,2,0.04,0.50,0.002806624,2,,2,0.02,0,0,0.01,2.8,0,2.8,0,0,1,10,8,253,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.883333333
Curtis Brinkley,LAC,2010,151,152,5,3,2,0.06,0.37,0,1.1,,0,0,2,0.02,0.01,0.7,0.7,0,11,0,0,0,0,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5.84
Jerome Johnson,ARI,2010,162,162,6,1,1,0.00,0.00,0,0,,1,0.02,0,0,0.02,1.1,0,1.1,0,0,0,0,0,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Rashawn Jackson,CAR,2010,162,162,7,1,0,0.00,0.00,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,329,23,22,171,896,33.18518519,0.159727306,0.916778523,0.377024364,1.325198292,0.618964346,0.342494481,0.342494481,0.916778523,0.393630503,1.000122026,0.464648639,0.377024364,-0.158449023,0.265202412,31.53196273,4.75,93.89737648,0,0,0,0
Andre Brown,DEN,2010,163,164,6,1,2,-0.02,-0.10,0,-0.1,,0,0,2,0.15,0.04,0.9,0.9,0,-1,0,0,0,0,129,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Devin Moore,IND,2010,164,163,6,4,2,-0.01,-0.05,0,-0.2,,0,0,2,0.02,0.01,0.9,0.9,0,-2,0,0,0,0,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Knowshon Moreno,DEN,2009,18,27,1,16,288,1.16,12.38,0.103407418,198,,41,0.07,247,0.56,0.29,210.8,153.4,57.5,947,7,28,213,210,12,22,20,551,3379,129.9615385,0.438483315,2.228855721,1.378790479,2.71641791,2.435492328,1.693090835,1.412165252,2.228855721,2.043584769,2.228855721,2.043584769,1.378790479,1.193519527,0.785635965,30.26508237,4.5,105.8375248,1,1,3,15.39230769
LeSean McCoy,PHI,2009,32,41,2,16,210,1.01,10.03,0.070416095,160.5,,55,0.1,155,0.4,0.23,165.7,85.4,80.4,637,4,40,308,389,53,21,19,649,3365,134.6,0.43609797,2.155048077,1.152076557,2.521634615,2.398661919,1.351512602,1.228539906,2.155048077,2.062486444,2.171875,2.082178102,1.152076557,1.062379659,0.81451818,28.40978415,4.5,96.57064472,4,6,8,19.94666667
Chris Wells,ARI,2009,37,43,2,16,192,0.98,9.23,0.034047619,147.6,,16,0.03,176,0.48,0.2,120.8,98.2,22.8,793,7,12,143,112,31,21,19,585,3382,93.94444444,0.27765996,1.70104022,0.674080168,1.964772727,1.520745999,0.884614272,0.84758631,1.890716804,1.369609635,1.964772727,1.520745999,0.674080168,0.23005344,0.555319921,31.00423113,4.38,127.7030929,0,0,1,4.930769231
Donald Brown,IND,2009,60,62,2,11,92,0.68,6.73,0.036651486,74,,14,0.04,78,0.31,0.14,69.8,49.8,20.1,281,3,11,169,124,27,22,19,733,4010,111.3888889,0.380131956,2.609929078,1.590130635,2.757683215,1.788640282,1.587561202,0.618518268,2.609929078,1.635975489,2.609929078,1.702891347,1.590130635,0.683092904,0.725847612,30.13158925,4.46,106.1475209,0,0,0,7.861538462
Shonn Greene,NYJ,2009,66,73,3,13,113,0.67,5.08,0,66,,5,0.02,108,0.22,0.14,63.1,54.8,8.3,540,2,0,0,0,65,24,23,339,2055,97.85714286,0.449104731,2.544704264,1.254011705,2.544704264,1.471114065,1.464545809,1.464545809,2.544704264,1.394667168,2.544704264,1.471114065,1.254011705,0.180421506,0.898209462,32.57081314,4.55,105.9278765,0,0,2,7.773333333
Lex Hilliard,MIA,2009,69,52,3,8,43,0.47,7.84,0.113191991,62.7,,20,0.07,23,0.09,0.08,44.6,15.3,29.2,89,1,20,158,124,204,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.65
Arian Foster,HOU,2009,72,13,2,4,63,1.38,15.25,0.019362898,61,,9,0.06,54,0.49,0.25,43.2,31.5,11.6,257,3,8,93,74,329,23,19,733,3706,78.85106383,0.24488701,1.318681694,0.720631479,1.919057377,1.426537092,0.895730301,0.624600854,1.570696721,1.141432596,1.570696721,1.189815387,0.720631479,0.339750145,0.434457896,29.81683505,4.69,93.421549,4,4,4,24.75
Rashad Jennings,JAC,2009,76,87,2,15,57,0.33,3.49,0.028063351,52.3,,18,0.04,39,0.09,0.06,44,19.3,24.7,202,1,16,101,103,250,,,,,,,,,,,,,,,,,,,,,,,0,0,2,9.85
Bernard Scott,CIN,2009,77,75,3,10,82,0.56,4.98,0.020872274,49.8,,8,0.03,74,0.22,0.13,48.3,36.4,11.9,321,0,5,67,71,209,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3.30625
Glen Coffee,SF,2009,78,80,2,11,101,0.49,4.29,0.023079259,47.2,,18,0.05,83,0.32,0.17,72.3,44,28.1,226,1,11,76,87,74,22,21,449,2465,72.5,0.249125923,1.715428571,0.849958063,1.850285714,1.212020517,0.818023461,0.519814868,1.715428571,0.932297267,1.715428571,1.049843327,0.849958063,0.184372818,0.428172926,27.57397577,4.5,101.9356805,0,0,0,0
Chris Jennings,CLE,2009,81,76,3,9,76,0.52,4.73,0.025044723,42.6,,13,0.05,63,0.2,0.13,49.1,30.8,18.4,220,1,9,56,58,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Aaron Brown,DET,2009,86,106,3,14,42,0.25,2.61,0.055499423,36.5,,15,0.03,27,0.07,0.05,35.3,13.2,21.9,131,0,9,84,76,192,23,19,568,3453,84.2195122,0.155380253,1.061027424,0.608447402,2.147837003,1.445940664,1.127532872,0.57597951,1.455388181,0.956402808,1.576670529,1.16184432,0.608447402,0.193621193,0.244511172,,,,0,0,0,6.1
LaRod Stephens-Howling,ARI,2009,88,118,4,16,24,0.10,1.99,0.038280423,31.8,,18,0.03,6,0.02,0.03,29.7,2.6,27.2,15,0,10,83,64,240,22,19,458,2303,56.17073171,0.215821447,1.055861951,0.731889869,2.111688312,1.022375079,0.941566298,0.941566298,1.605714286,0.780338768,1.751688312,0.893667693,0.731889869,-0.12613075,0.393100044,,,,0,0,0,4.338461538
Marcus Mason,WAS,2009,96,104,6,9,39,0.36,2.72,0.015275217,24.5,,7,0.02,32,0.14,0.07,29.6,19.6,9.9,127,0,6,58,63,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Kahlil Bell,CHI,2009,100,90,3,7,43,0.55,3.34,0.001087843,23.4,,3,0.01,40,0.23,0.11,26.6,22.7,3.9,220,0,1,4,8,329,22,20,356,1524,43.54285714,0.298698646,0.757793622,0.683328717,1.789141414,0.982433077,0.700932333,0.700932333,0.996632997,0.601295467,1.61952862,0.925895478,0.683328717,-0.241778294,0.600170554,29.56773024,4.74,83.99481732,0,0,0,0
Tyrell Sutton,CAR,2009,109,94,4,6,23,0.35,3.17,0.02019544,19,,11,0.06,12,0.06,0.06,22.6,7.5,15.1,68,0,6,62,62,329,22,18,880,5130,131.5384615,0.320690799,1.618440761,0.665374387,2.370292887,2.248843981,1.290134431,1.168685525,1.956066946,1.454812318,1.956066946,1.817278389,0.665374387,0.52658583,0.539691658,32.08214916,4.64,91.04173567,0,0,0,6.525
Louis Rankin,SEA,2009,121,132,6,9,15,0.12,1.32,0.008750994,11.9,,7,0.02,8,0.03,0.03,13.8,4,9.8,36,0,5,33,49,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Eldra Buckley,PHI,2009,123,124,4,6,15,0.13,1.73,0,10.4,,0,0,15,0.1,0.04,16.5,16.5,0,44,1,0,0,0,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.0875
Mike Goodson,CAR,2009,133,137,5,7,24,0.15,1.20,0.004885993,8.4,,2,0.01,22,0.09,0.06,13.3,10.2,3.1,49,0,2,15,20,111,22,20,464,2824,78.44444444,0.248701659,1.089343704,0.351369607,1.833463035,1.54599946,0.719233799,0.431770224,1.151450054,1.103587626,1.232684825,1.172070117,0.351369607,0.290754899,0.368468529,27.44204287,4.43,108.0135962,0,0,0,8.3875
Chris Ogbonnaya,LAR,2009,136,83,2,2,13,0.58,3.95,0.006397306,7.9,,2,0.03,11,0.23,0.12,7.4,5,2.4,50,0,1,19,19,211,23,22,207,1341,35.28947368,0.155148091,1.066588785,0.274155966,1.838882399,0.853535153,0.724653163,0.724653163,1.066588785,0.391192288,1.155471184,0.461674348,0.274155966,-0.41964087,0.201264246,29.02523766,4.57,100.8760054,0,0,0,0
James Davis,CLE,2009,140,97,4,2,14,0.17,3.00,0.002236136,6,,5,0.08,9,0.21,0.13,12.6,4.7,8,15,0,4,5,11,195,23,19,792,4271,85.42,0.261679069,1.33930589,0.597297316,1.736519608,1.421999165,0.791231666,0.476711223,1.595588235,1.268654386,1.595588235,1.297546887,0.597297316,0.299255968,0.514723892,30.40455279,4.45,111.1850627,0,0,0,3.625
Albert Young,MIN,2009,142,105,3,2,12,0.42,2.65,0,5.3,,0,0,12,0.17,0.09,6.1,6.1,0,53,0,0,0,0,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3
Javon Ringer,TEN,2009,144,137,4,4,8,0.20,1.20,0,4.8,,0,0,8,0.07,0.03,4.1,4.1,0,48,0,0,0,0,173,22,18,939,5117,113.7111111,0.506107272,2.154481132,0.863788573,2.378537736,1.791797643,1.29837928,0.711639188,2.154481132,1.477591071,2.154481132,1.570479542,0.863788573,0.279786983,0.977955619,30.27293326,4.5,99.98475842,0,0,0,2.95625
Gartrell Johnson,NYG,2009,145,140,5,4,14,0.17,1.08,0,4.3,,1,0.01,13,0.09,0.05,7.6,6.2,1.4,43,0,0,0,0,134,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.2
Quinn Johnson,GB,2009,151,157,7,5,4,0.01,0.48,0.000889878,2.4,,4,0.02,0,0,0.01,6.8,0,6.8,0,0,2,4,0,145,22,,14,28,3.111111111,0.032185849,0.032369942,-0.818713925,0.046756583,0.046756583,-0.98550567,0,0.032369942,0.032369942,0.046756583,0.046756583,-0.818713925,-0.818713925,0.064371697,32.45549302,4.72,99.12817444,0,0,0,1.866666667
Matt Lawrence,BAL,2009,158,153,4,2,5,0.03,0.70,0.001099808,1.4,,1,0.01,4,0.09,0.04,3.2,1.7,1.5,0,0,1,4,3,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Chris Pressley,TB,2009,159,154,5,2,2,0.02,0.60,0.00064,1.2,,1,0.01,1,0.02,0.02,3.1,1.5,1.6,0,0,1,2,1,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.8
Javarris Williams,KC,2009,160,160,7,3,7,0.04,0.20,0,0.6,,1,0.01,6,0.07,0.04,4.3,3.1,1.3,6,0,0,0,0,212,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
