Player,Team,Draft Year,Yr1 Pos Rk,Yr1 Pos PPG Rk,Yr1 Pos Tm Rk,Yr1 G,Yr1 Opps,Yr1 YTMA/G,Yr1 PPR PPG,Yr1 Rec Dom,Yr1 PPR Pts,Yr1 Snap%,Yr1 Tgts,Yr1 Tgt%,Yr1 Rush Att,Yr1 Tm Rush Att%,Yr1 Tm Opp%,Yr1 EP,Yr1 Rush EP,Yr1 Rec EP,Yr1 Yds,Yr1 Tds,Yr1 Recs,Yr1 Rec Yds,Yr1 YAC,Draft Pick,Draft Year Age,BOA 15%,Total College Touches,Total College Yds,College Yd/G,Total College Dom,College YTMA Dom,Best College YTMA Conf Adj,Best College Adj YTMA,Avg College Adj YTMA,Best College Adj YTMA Over Conf,Avg College Adj YTMA Over Conf,Best College YTMPA,Avg College YTMPA,Best College YTMA,Ave College YTMA,Best College YTMA +/- Conf Avg,Avg College YTMA +/- Conf Avg,College Rush Dom,BMI,Fourty-Time,WaSS,Number of Top 5 Pos Finishes,Number of Top 12 Pos Finishes,Number of Top 24 Pos Finishes,Yr 2 PPG
Jeremi Johnson,CIN,2003,84,110,4,14,35,0.14,2.81,0.042065634,39.3,,20,0.04,15,0.03,,45.4,14.9,30.5,41,1,15,82,,118,23,20,140,937,49.31578947,0.152585626,0.968112245,-0.118977811,1.239795918,0.851131851,0.16460375,0.16460375,0.968112245,0.598746844,0.968112245,0.641755865,-0.118977811,-0.445334191,0.196878969,36.26231067,4.9,90.20259329,0,0,0,2.316666667
Brock Forsey,CHI,2003,87,38,2,4,55,0.95,9.45,0.012701682,37.8,,5,0.01,50,0.11,,33.4,26.7,6.7,191,2,3,37,,206,23,20,832,4782,136.6285714,0.373229238,2.044276458,1.1596132,2.386818758,2.346711074,1.40048826,1.360380577,2.044276458,1.85856895,2.044276458,1.923913628,1.1596132,1.028433782,0.615681164,,,,0,0,0,1.766666667
Justin Fargas,LV,2003,105,116,5,9,43,,2.50,0.00066912,22.5,,3,0.01,40,0.09,,25.4,21.3,4.1,203,0,2,2,,96,23,22,169,816,42.94736842,0.175247087,0.819277108,0.213023224,0.997406292,0.997406292,-0.026148594,0,0.819277108,0.819277108,0.887550201,0.887550201,0.213023224,-0.437033416,0.337831185,28.89330476,4.35,122.3255234,0,0,1,3.64
Artose Pinner,DET,2003,110,61,2,3,46,0.77,6.30,0.013386881,18.9,,7,0.01,39,0.1,,34.8,24.3,10.5,99,0,5,40,,99,25,23,151,744,43.76470588,0.202288349,0.769017981,-0.248086955,0.928077455,0.928077455,-0.098309879,0,0.769017981,0.493179511,0.769017981,0.583738277,-0.248086955,-0.433366659,0.385606061,32.85778066,4.68,95.47332894,0,0,0,6.8
David Allen,JAC,2003,111,79,2,4,11,0.27,4.70,0.04996491,18.8,,7,0.01,4,0.01,,15.4,2.1,13.3,8,0,6,60,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.4
Larry Johnson,KC,2003,117,101,4,5,23,0.28,3.14,0.000486263,15.7,,3,0.01,20,0.04,,14.5,10.3,4.2,85,1,1,2,,27,23,22,478,3389,94.13888889,0.39884535,2.879432624,1.971298459,3.291962175,1.630871781,2.216770006,2.216770006,2.879432624,1.379512227,2.879432624,1.379512227,1.971298459,0.471378062,0.640646259,30.08070084,4.45,116.2852949,2,2,2,21.7375
Musa Smith,BAL,2003,119,53,2,2,9,0.26,7.55,0,15.1,,0,0,9,0.02,,14.1,14.1,0,31,2,0,0,,77,21,19,404,2066,66.64516129,0.302531072,1.520722635,0.620596364,1.760156953,1.463705754,0.733769618,0.43731842,1.520722635,1.180334863,1.6377013,1.332151649,0.620596364,-0.129003836,0.589487179,30.60843244,4.45,118.3253878,0,0,0,2.475
Tony Hollings,HOU,2003,120,141,4,9,44,0.26,1.63,0.008818342,14.7,,6,0.01,38,0.09,,26.2,17.6,8.6,102,0,2,25,,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4.766666667
Erik Bickerstaff,DAL,2003,123,107,5,4,19,0.22,2.90,0,11.6,,0,0,19,0.04,,10.7,10.7,0,56,1,0,0,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Avon Cobourne,DET,2003,127,132,6,5,19,0.19,1.94,0.010040161,9.7,,9,0.02,10,0.03,,18.2,5.5,12.7,27,0,4,30,,329,24,21,837,4171,126.3939394,0.285415629,1.909465021,0.472700499,2.059670782,1.786027716,0.887070307,0.613427241,1.909465021,1.599068149,1.909465021,1.686219859,0.472700499,0.249455338,0.532892193,32.10724777,4.7,84.02188586,0,0,0,0
Sultan McCullough,WAS,2003,140,74,4,1,4,0.37,5.20,0.003975535,5.2,,3,0.01,1,0,,4.8,0.5,4.3,9,0,3,13,,329,23,20,527,2487,80.22580645,0.2193094,1.057630074,0.362180976,1.297991071,1.057630074,0.274436185,0.274436185,1.297991071,0.941855518,1.302228412,1.139162853,0.362180976,0.199115417,0.446537353,28.17302598,4.49,99.40220107,0,0,0,0
Jamar Martin,DAL,2003,147,158,6,5,8,0.05,0.72,0.002688975,3.6,,4,0.01,4,0.01,,12.6,2.7,9.9,7,0,2,9,,129,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.916666667
Cecil Sapp,DEN,2003,149,104,5,1,12,0.49,3.10,0,3.1,,0,0,12,0.02,,5.7,5.7,0,31,0,0,0,,329,24,21,498,2442,97.68,0.313018167,1.714132762,0.707092954,1.714132762,1.470934994,0.718725148,0.47552738,1.714132762,1.470934994,1.721627409,1.474682318,0.707092954,0.460147863,0.626036333,31.93872748,4.55,106.8611618,0,0,0,1.6
Josh Scobey,ARI,2003,153,133,4,1,1,0.15,1.90,0.002756508,1.9,,1,0,0,0,,1.5,0,1.5,0,0,1,9,,185,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4.6
Reno Mahe,PHI,2003,155,157,5,2,2,0.04,0.75,0.00152765,1.5,,2,0,0,0,,3.2,0,3.2,0,0,1,5,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3.933333333
B.J. Askew,NYJ,2003,158,154,4,1,2,0.16,0.90,0,0.9,,0,0,2,0,,0.8,0.8,0,9,0,0,0,,85,23,21,386,2163,61.8,0.250028616,1.146578961,0.261747154,1.624031008,1.207586427,0.548838839,0.364885696,1.348837209,0.898015165,1.348837209,0.898015165,0.261747154,-0.18907489,0.428519267,30.9422882,4.6,107.6504158,0,0,0,1.833333333
Ken Simonton,BUF,2003,159,160,5,1,2,0.07,0.40,0,0.4,,0,0,2,0,,0.8,0.8,0,4,0,0,0,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Kerry Carter,SEA,2003,163,164,5,1,3,-0.03,-0.20,0,-0.2,,0,0,3,0.01,,1.5,1.5,0,-2,0,0,0,,329,22,19,466,1960,70,0.202919708,0.83254437,0.276670272,1.529814448,1.124839619,0.506259562,0.296570784,0.997572816,0.813121215,1.216717709,0.993370479,0.276670272,0.053323043,0.384414273,30.55711449,4.61,105.3909335,0,0,0,1.5
Clinton Portis,DEN,2002,7,9,1,16,321,1.85,20.14,0.135562995,322.2,,48,0.09,273,0.6,,237.6,170.5,67.1,1508,15,33,364,,51,21,20,314,1913,100.6842105,0.296099167,1.93148688,0.860269059,2.113702624,1.699696373,0.941102149,0.527095898,1.93148688,1.363578352,1.93148688,1.512766444,0.860269059,0.441548623,0.548654244,28.45196684,4.42,106.8983706,1,6,6,24.19230769
William Green,CLE,2002,33,38,2,16,271,1.04,9.50,0.030908096,152,,27,0.05,244,0.6,,177.9,137.5,40.4,887,6,16,113,,16,22,20,481,3061,145.7619048,0.465534789,2.554775281,1.739034987,3.211938202,2.55152784,2.039337727,1.378927365,2.554775281,2.167072454,2.810252809,2.294811218,1.739034987,1.223593397,0.82829797,29.15717055,4.6,98.71677131,0,0,0,10.98571429
Kenny Watson,WAS,2002,39,43,2,15,158,0.83,8.14,0.091448743,122.1,,43,0.08,115,0.26,,122.1,62.4,59.7,528,1,32,253,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0
James Mungro,IND,2002,41,30,2,9,113,0.72,11.41,0.019364093,102.7,,16,0.03,97,0.22,,103.6,82.1,21.5,336,8,13,81,,329,24,22,392,2218,100.8181818,0.338331986,1.685333333,0.614115512,1.810666667,1.758755121,0.638066191,0.586154646,1.685333333,1.508867784,1.685333333,1.575487896,0.614115512,0.504270074,0.601354332,,,,0,0,0,5.15
Lamar Gordon,LAR,2002,43,39,2,11,103,0.75,8.96,0.10376182,98.6,,38,0.06,65,0.19,,96.5,37.5,59,228,1,30,278,,84,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5.522222222
T.J. Duckett,ATL,2002,46,45,2,12,141,0.76,7.48,0.01780502,89.8,,11,0.02,130,0.25,,94.8,79.8,15,507,4,9,61,,18,21,19,488,2669,121.3181818,0.348114714,1.678829114,0.473788953,1.745,1.728829114,0.669807831,0.653636945,1.712658228,1.678829114,1.712658228,1.678829114,0.473788953,0.439959839,0.662632853,33.5109562,4.45,129.5458988,0,0,0,10.26875
Dee Brown,CAR,2002,47,46,2,12,136,0.65,7.47,0.062067045,89.6,,33,0.07,102,0.23,,117.5,71.7,47.8,360,4,17,86,,175,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Jonathan Wells,HOU,2002,49,64,2,16,209,0.66,5.29,0.018209408,84.7,,12,0.03,197,0.47,,121.5,104.9,16.6,529,3,9,48,,99,23,21,372,2004,91.09090909,0.349455246,1.951704545,0.712835271,2.117897727,1.534315042,1.042705558,1.042705558,1.951704545,1.395293018,1.951704545,1.395293018,0.712835271,0.156423744,0.669154642,32.05969432,4.52,116.4347272,0,0,0,1.7
Tony Fisher,GB,2002,61,51,3,10,92,0.55,6.53,0.018343816,65.3,,22,0.04,70,0.16,,80.3,48,32.3,283,2,18,70,,329,22,20,144,713,64.81818182,0.191200752,0.986168741,-0.0671276,1.132780083,1.132780083,0.164558498,0.164558498,0.986168741,0.986168741,0.986168741,0.986168741,-0.0671276,-0.0671276,0.252200335,29.81683505,4.66,95.85058505,0,0,0,6.123076923
Ladell Betts,WAS,2002,62,54,3,10,82,0.74,6.41,0.043490539,64.1,,17,0.03,65,0.15,,64.2,41.8,22.4,307,1,12,154,,56,23,21,484,2384,103.6521739,0.36100851,1.622770919,0.383901645,1.796982167,1.724687557,0.721789999,0.649495388,1.622770919,1.567682689,1.622770919,1.567682689,0.383901645,0.328813414,0.685838943,31.56642683,4.62,96.57946032,0,1,1,7.688888889
John Simon,TEN,2002,66,52,2,9,26,0.33,6.50,0.116714222,58.5,,17,0.03,9,0.02,,30.1,6.2,23.9,18,1,16,167,,329,23,21,281,2153,93.60869565,0.17301037,1.295636882,0.415058089,2.286536249,2.180400006,1.300205751,1.194069509,1.46835443,1.295636882,1.46835443,1.33084815,0.415058089,0.345504122,0.216019,,,,0,0,0,2
Chester Taylor,BAL,2002,71,90,2,15,55,0.30,3.54,0.091372675,53.1,,22,0.05,33,0.08,,47.6,17.1,30.5,122,0,14,129,,207,22,20,561,3271,148.6818182,0.392987597,2.105448369,1.135188282,2.389513109,2.342166913,1.328988921,1.281642725,2.123505976,2.105448369,2.123505976,2.116060104,1.135188282,1.12774241,0.655685944,29.70720067,4.58,96.81612294,0,1,2,4.55
Brian Westbrook,PHI,2002,81,103,4,14,60,0.34,3.01,0.024232178,42.15,,13,0.02,46,0.09,,44,23.3,18.1,193,0,9,86,,91,,,,,,,,,,,,,,,,,,,,,,,2,5,6,13.16666667
Charles Stackhouse,NYG,2002,84,102,3,13,18,0.10,3.06,0.10039509,39.8,,18,0.03,0,0,,33.5,0,33.5,0,0,13,88,,329,22,,144,772,35.09090909,0.136308258,0.611449452,0.11477706,0.820950061,0.663657492,-0.194792589,0,0.611449452,0.496672392,0.611449452,0.496672392,0.11477706,0,0.21149939,32.35459181,4.93,85.31843083,0,0,0,1.8
Najeh Davenport,GB,2002,90,60,4,6,48,0.56,5.45,0.008647799,32.7,,9,0.02,39,0.09,,34.7,22.6,12.1,184,1,5,33,,135,23,,117,701,35.05,0.094262052,0.487044189,-0.390974249,0.90202977,0.798974069,-0.270570705,0,0.618403248,0.487044189,0.680243572,0.535748608,-0.390974249,-0.535469213,0.128084521,32.71935881,4.57,113.7147697,0,0,0,4.557142857
Rock Cartwright,WAS,2002,91,77,4,7,16,0.33,4.47,0.054171138,31.3,,13,0.02,3,0.01,,19.1,1.4,17.7,22,0,11,121,,257,22,,132,756,32.86956522,0.068270441,0.531208499,0.041899687,0.674634794,0.610035881,-0.341502344,0,0.531208499,0.472100769,0.531208499,0.489308813,0.041899687,0,0.11323639,,,,0,0,0,6.713333333
Adrian Peterson,CHI,2002,104,66,2,4,23,0.52,5.23,0.005451242,20.9,,4,0.01,19,0.05,,15.6,10,5.6,101,1,3,18,,199,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2.833333333
Maurice Morris,SEA,2002,105,93,3,6,35,0.47,3.47,0.00587268,20.8,,3,0.01,32,0.07,,20.2,15.8,4.4,153,0,3,25,,54,22,20,459,2270,108.0952381,0.266433142,1.466375004,0.466572892,1.743169399,1.677719669,0.719614513,0.654164783,1.484662577,1.466375004,1.592896175,1.538779376,0.466572892,0.412456093,0.491054698,29.00984854,4.53,98.78716509,0,0,0,2.853846154
Derrick Blaylock,KC,2002,110,117,6,7,26,0.29,2.41,0.012490035,16.9,,10,0.02,16,0.03,,20.1,7.2,12.9,72,0,5,47,,150,,,,,,,,,,,,,,,,,,,,,,,0,0,0,6.23
Jarrod Baxter,HOU,2002,112,143,3,13,17,0.07,1.21,0.057973514,15.7,,10,0.02,7,0.02,,17,3.5,13.5,14,0,5,33,,136,23,22,341,1466,63.73913043,0.27536691,1.116995074,0.195038499,1.116995074,0.921956575,0.121587459,0.121587459,1.116995074,0.921956575,1.116995074,0.921956575,0.195038499,-5.55112E-17,0.550733821,32.32356012,4.7,100.4164002,0,0,0,0
Damien Anderson,ARI,2002,116,96,4,4,31,0.42,3.28,0.011877268,13.1,,7,0.01,24,0.06,,21,11.7,9.3,65,0,3,36,,329,23,21,493,2898,152.5263158,0.263789794,1.587032086,1.011130725,2.382743363,1.90534227,1.307551194,0.830150101,2.25,1.587032086,2.25,1.760294118,1.011130725,0.521424843,0.505631015,30.27507301,4.56,97.60073322,0,0,0,1.490909091
Ricky Williams,IND,2002,117,82,3,3,13,0.29,4.17,0.023299776,12.5,,2,0,11,0.03,,10.6,5.2,5.4,35,0,1,20,,329,24,22,413,1992,86.60869565,0.520567879,1.635809988,0.729648041,2.387332521,1.678196647,1.339176994,1.339176994,1.635809988,1.17646853,1.635809988,1.17646853,0.729648041,0.270306583,0.883908046,29.75793696,4.47,95.18171026,0,0,0,8.1375
Omar Easy,KC,2002,120,59,2,2,5,0.20,5.65,0.024630663,11.3,,5,0.01,0,0,,7.9,0,7.9,0,0,3,23,,107,24,,103,525,25,0.05695199,0.344055191,0.1588998,0.739641944,0.503518107,-0.335550225,0,0.420716113,0.344055191,0.504859335,0.386126803,0.1588998,0.040167268,0.10605916,32.19162722,4.53,115.8849437,0,0,0,0.98
Jesse Chatman,LAC,2002,124,119,4,4,9,0.25,2.33,0.013064133,9.3,,3,0.01,6,0.01,,9.3,4.8,4.5,19,0,3,44,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2.016666667
Verron Haynes,PIT,2002,125,140,5,6,17,0.15,1.52,0.002477701,9.1,,7,0.01,10,0.02,,17.6,5.7,11.9,51,0,3,10,,166,23,22,145,933,93.3,0.25564948,1.234126984,0.302757863,1.709656085,1.709656085,0.68326875,0.68326875,1.234126984,1.234126984,1.357539683,1.357539683,0.302757863,0.302757863,0.417885447,32.14036186,4.78,85.81563641,0,0,0,2.375
Rafael Cooper,DET,2002,131,131,5,4,15,0.26,1.78,0.001262626,7.1,,3,0.01,12,0.03,,10.7,6.5,4.2,57,0,1,4,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Delvin Joyce,NYG,2002,145,150,5,3,4,0.04,0.57,0.001218621,1.7,,2,0,2,0,,3.9,0.9,3,2,0,1,5,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.266666667
Jason McKie,DAL,2002,145,133,5,1,1,0.13,1.70,0.002317881,1.7,,1,0,0,0,,1.4,0,1.4,0,0,1,7,,329,22,,97,448,20.36363636,0.103415645,0.304762786,6.47998E-05,0.48137931,0.393038648,-0.691221165,0,0.304827586,0.304762786,0.304827586,0.304762786,6.47998E-05,0,0.206831291,,,,0,0,0,0
Travis Stephens,TB,2002,146,138,5,1,1,0.10,1.60,0.001798561,1.6,,1,0,0,0,,1.5,0,1.5,0,0,1,6,,119,24,23,391,1992,86.60869565,0.429899469,2.148684211,1.093902391,2.371052632,1.417738476,1.344665297,1.344665297,2.148684211,1.306554266,2.148684211,1.306554266,1.093902391,0.251772446,0.80871596,29.49733146,4.6,86.65635129,0,0,0,0
Joe Burns,BUF,2002,151,153,6,2,5,0.06,0.35,0,0.7,,0,0,5,0.01,,2.3,2.3,0,7,0,0,0,,329,22,20,556,2564,111.4782609,0.369857998,1.597740113,0.264992868,1.879096045,1.778102239,0.903520169,0.802526364,1.597740113,1.491641141,1.597740113,1.491641141,0.264992868,0.158893896,0.676202716,31.45431602,4.81,79.58464687,0,0,0,2.45
LaDainian Tomlinson,LAC,2001,6,7,1,16,413,1.63,17.46,0.099592944,279.3,,74,0.14,339,0.78,,327.1,220.4,106.7,1236,10,59,367,,5,22,21,369,2158,196.1818182,0.366009581,3.074074074,2.1117826,3.074074074,3.074074074,2.087743577,2.087743577,3.074074074,3.074074074,3.074074074,3.074074074,2.1117826,2.1117826,0.732019162,31.70991059,4.46,111.7076291,6,8,10,24.275
Dominic Rhodes,IND,2001,14,10,2,13,288,1.64,16.98,0.057746842,220.8,,55,0.11,233,0.53,,226.1,144.7,81.4,1104,9,34,224,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0
Anthony Thomas,CHI,2001,17,17,1,14,308,1.55,14.44,0.058591178,202.1,,30,0.06,278,0.59,,187.2,143.7,43.5,1183,7,22,178,,38,23,22,300,1790,162.7272727,0.468405006,2.647928994,1.406133275,3.00147929,3.00147929,1.926287121,1.926287121,2.647928994,2.647928994,2.647928994,2.647928994,1.406133275,1.406133275,0.867752305,29.40159335,4.58,104.0886956,0,0,1,12.36666667
Michael Bennett,MIN,2001,29,33,1,13,210,1.20,10.60,0.080777793,137.8,,38,0.07,172,0.46,,140.3,86.3,54,682,2,29,226,,27,23,22,294,1598,159.8,0.320397294,2.094364351,1.271441502,2.513237221,2.513237221,1.438045053,1.438045053,2.094364351,2.094364351,2.513237221,2.513237221,1.271441502,1.271441502,0.640794588,30.56827895,4.38,112.4874053,0,0,1,14.85625
Travis Henry,BUF,2001,30,34,2,13,240,1.16,10.52,0.048092423,136.8,,27,0.05,213,0.53,,152.7,113.8,38.9,729,4,22,179,,58,22,21,253,1314,119.4545455,0.335061292,1.699870634,0.717847167,1.699870634,1.699870634,0.6734833,0.6734833,1.699870634,1.699870634,1.699870634,1.699870634,0.717847167,0.717847167,0.670122583,32.93104447,4.61,98.74864775,0,2,3,18.8625
Kevan Barlow,SF,2001,33,42,3,15,153,0.80,8.53,0.085026517,127.9,,28,0.06,125,0.25,,113.4,76.3,37.1,512,4,22,247,,80,22,21,210,1187,107.9090909,0.401253492,1.595430108,0.533603294,1.775537634,1.775537634,0.602937159,0.602937159,1.595430108,1.595430108,1.595430108,1.595430108,0.533603294,0.533603294,0.758163265,31.00423113,4.56,108.7022384,0,0,2,8.935714286
Travis Minor,MIA,2001,44,55,2,15,96,0.63,6.76,0.10386057,101.4,,37,0.08,59,0.12,,85.4,31.6,53.8,281,2,29,263,,85,22,21,223,1256,104.6666667,0.18303796,1.369683751,0.497656954,1.732824427,1.732824427,0.757248552,0.757248552,1.369683751,1.369683751,1.369683751,1.369683751,0.497656954,0.497656954,0.329943107,28.26630039,4.44,101.382814,0,0,0,3
Correll Buckhalter,PHI,2001,46,53,2,14,150,0.88,6.90,0.037934053,96.6,,21,0.04,129,0.31,,97.9,66.7,31.2,586,2,13,130,,121,22,,111,835,75.90909091,0.135742558,1.164574616,0.127861089,1.283124128,1.283124128,0.26698699,0.26698699,1.164574616,1.164574616,1.164574616,1.164574616,0.127861089,0.127861089,0.191108631,29.81683505,4.53,107.3360544,0,0,0,0
Jason Brookins,BAL,2001,47,40,2,11,160,0.84,8.69,0.012479201,95.6,,9,0.02,151,0.31,,129.8,117.2,12.6,551,5,6,45,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
James Jackson,CLE,2001,54,52,2,11,205,1.00,7.27,0.017766497,80,,10,0.02,195,0.47,,112.2,98.5,13.7,554,2,7,56,,65,25,,0,0,,,0,0,0,0,0,0,0,,0,,0,0,0,30.13158925,4.55,97.99495183,0,0,0,1.566666667
Elvis Joseph,JAC,2001,55,59,3,12,92,0.70,6.48,0.09986376,77.7,,24,0.05,68,0.18,,69.3,34.3,35,294,0,18,183,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Deuce McAllister,NO,2001,65,86,2,14,38,0.31,4.09,0.061680245,57.3,,20,0.04,16,0.04,,41.1,9.6,26.9,91,1,15,166,,23,22,21,177,957,87,0.392705464,1.353606789,-0.285985002,1.622347949,1.622347949,0.606605299,0.606605299,1.353606789,1.353606789,1.381895332,1.381895332,-0.285985002,-0.285985002,0.689636752,29.28910345,4.41,117.3893269,1,2,4,21.13333333
Doug Chapman,MIN,2000,67,83,2,13,81,0.43,4.16,0.054654491,54.1,,18,0.03,63,0.17,,55.2,29.9,25.3,195,0,16,126,,88,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.78
LaMont Jordan,NYJ,2001,71,88,3,13,50,0.46,4.05,0.044737435,52.6,,10,0.02,39,0.09,,33.6,19.6,14,292,1,7,44,,49,22,21,234,1207,109.7272727,0.349423747,1.724285714,0.852258917,2.134285714,2.134285714,1.158709838,1.158709838,1.724285714,1.724285714,1.724285714,1.724285714,0.852258917,0.852258917,0.637206601,33.57519945,4.57,107.2953876,0,1,1,6.338461538
Nick Goings,CAR,2001,92,89,5,8,75,0.51,3.95,0.012588767,31.6,,9,0.02,66,0.19,,59.6,46.2,13.4,197,0,8,39,,329,23,,86,416,37.81818182,0.060461594,0.559139785,-0.502687029,0.720430108,0.720430108,-0.452170368,0,0.559139785,0.559139785,0.559139785,0.559139785,-0.502687029,-0.502687029,0.100680272,,,,0,0,1,3.684615385
Benjamin Gay,CLE,2001,93,71,3,6,58,0.55,4.72,0.003489848,28.3,,7,0.02,51,0.12,,41.3,31,10.3,172,1,4,11,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Jameel Cook,TB,2001,95,108,5,10,25,0.15,2.61,0.024578846,26.1,,23,0.04,2,0,,32.2,0.6,31.6,2,0,17,89,,174,22,,83,433,43.3,0.064925957,0.553001277,0,0.914559387,0.914559387,-0.160632782,0,0.553001277,0.553001277,0.608301405,0.608301405,0,0,0.061498856,32.42732938,4.8,85.14781057,0,0,0,1.66
Reuben Droughns,DET,2000,106,69,4,4,35,0.39,4.83,0.033035665,19.3,,5,0.01,30,0.09,,28.9,21.4,7.5,72,0,4,21,,81,,,,,,,,,,,,,,,,,,,,,,,0,0,2,3.342857143
R.J. Bowers,PIT,2001,112,46,2,2,19,0.65,7.70,0,15.4,,1,0,18,0.03,,13.1,11.6,1.5,84,1,1,0,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Stephen Trejo,DET,2001,121,116,5,5,10,0.20,2.22,0.015272909,11.1,,10,0.02,0,0,,14.3,0,14.3,0,0,5,61,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.65
Aveion Cason,DET,2001,122,122,6,5,15,0.21,2.06,0.008012018,10.3,,4,0.01,11,0.03,,10.5,5.3,5.2,31,0,4,32,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,7.05
Rondell Mealey,GB,2000,124,79,2,2,13,0.59,4.40,0.007904131,8.8,,2,0,11,0.03,,9.1,6.3,2.8,37,0,2,31,,252,,,,,,,,,,,,,,,,,,,,,,,0,0,0,7.033333333
Patrick Washington,JAC,2001,128,138,5,7,9,0.09,1.23,0.009809264,8.6,,9,0.02,0,0,,15.8,0,15.8,0,0,5,36,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.5
Phillip Crosby,BUF,2001,134,126,4,2,2,0.13,1.80,0.004298764,3.6,,2,0,0,0,,2.7,0,2.7,0,0,2,16,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.46
Jamie Reader,PHI,2001,135,143,5,4,5,0.06,0.85,0.004085206,3.4,,5,0.01,0,0,,6.8,0,6.8,0,0,2,14,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Terry Witherspoon,DAL,2001,139,124,5,1,1,0.16,1.90,0.003740648,1.9,,1,0,0,0,,1.5,0,1.5,0,0,1,9,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Wes Ours,TEN,2001,141,136,4,1,1,0.05,1.30,0.000778008,1.3,,1,0,0,0,,1.3,0,1.3,0,0,1,3,,329,23,,37,195,17.72727273,0.085270418,0.256916996,-0.804909818,0.418972332,0.418972332,-0.753628143,0,0.256916996,0.256916996,0.256916996,0.256916996,-0.804909818,-0.804909818,0.098136247,,,,0,0,0,0
Heath Evans,SEA,2001,142,139,5,1,2,0.19,1.10,0,1.1,,0,0,2,0,,0.9,0.9,0,11,0,0,0,,82,22,,57,367,30.58333333,0.070924842,0.457605985,0,0.591022444,0.591022444,-0.424720206,0,0.457605985,0.457605985,0.457605985,0.457605985,0,0,0.11878934,32.45549302,4.56,113.7904283,0,0,0,2.175
Rod Smart,PHI,2001,146,145,6,1,2,0.10,0.60,0,0.6,,0,0,2,0,,1,1,0,6,0,0,0,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.2
Tony Taylor,DAL,2001,153,154,6,1,1,0.00,0.00,0,0,,0,0,1,0,,0.5,0.5,0,0,0,0,0,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Mike Anderson,DEN,2000,10,7,1,14,329,1.76,20.14,0.037849944,281.9,,32,0.06,297,0.58,,236.2,187.5,48.7,1500,15,23,169,,189,,,,,,,,,,,,,,,,,,,,,,,0,2,2,6.65
Jamal Lewis,BAL,2000,18,19,1,16,345,1.64,14.44,0.095422308,231,,36,0.07,309,0.6,,236.9,187.3,49.6,1364,6,27,296,,5,,,,,,,,,,,,,,,,,,,,,,,1,2,5,3.1
Travis Prentice,CLE,2000,29,34,1,15,216,0.91,10.35,0.126427541,155.3,,43,0.09,173,0.52,,182.8,119.8,63,512,7,37,191,,63,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.53
Sammy Morris,BUF,2000,32,33,1,12,141,0.79,11.14,0.093983269,133.7,,48,0.09,93,0.2,,136.5,68.1,68.4,339,5,37,268,,156,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.483333333
Shawn Bryson,BUF,2000,33,45,2,16,207,0.85,8.26,0.11975547,132.2,,46,0.09,161,0.34,,153.5,85.7,67.8,591,0,32,271,,86,,,,,,,,,,,,,,,,,,,,,,,0,0,0,7.625
Ron Dayne,NYG,2000,35,53,2,16,231,0.76,6.94,0.003065775,111.1,,3,0.01,228,0.45,,146.5,141.8,4.7,770,5,3,11,,11,,,,,,,,,,,,,,,,,,,,,,,0,0,0,7.98125
Thomas Jones,ARI,2000,40,49,2,14,158,0.74,7.29,0.059804485,102.1,,46,0.08,112,0.33,,135.5,69,66.5,373,2,32,208,,7,,,,,,,,,,,,,,,,,,,,,,,1,4,6,6.50625
